 workload,recordtype,operation
securitycompliancecenter,securitycompliancecentereopcmdlet,set-inboundconnector
securitycompliancecenter,securitycompliancecentereopcmdlet,set-informationbarrierpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-insiderriskentitylist
securitycompliancecenter,securitycompliancecentereopcmdlet,set-insiderriskpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-label
securitycompliancecenter,securitycompliancecentereopcmdlet,set-labelpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-malwarefilterpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-organizationsegment
securitycompliancecenter,securitycompliancecentereopcmdlet,set-outboundconnector
securitycompliancecenter,securitycompliancecentereopcmdlet,set-phishsimoverridepolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-phishsimoverriderule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-policyconfig
securitycompliancecenter,securitycompliancecentereopcmdlet,set-privacymanagementpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-privacymanagementrule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-protectionalert
securitycompliancecenter,securitycompliancecentereopcmdlet,set-recordreviewnotificationtemplateconfig
securitycompliancecenter,securitycompliancecentereopcmdlet,set-regulatorycomplianceui
securitycompliancecenter,securitycompliancecentereopcmdlet,set-remotedomain
securitycompliancecenter,securitycompliancecentereopcmdlet,set-reportschedule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-retentioncompliancepolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-retentioncompliancerule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-rolegroup
securitycompliancecenter,securitycompliancecentereopcmdlet,set-secopsoverridepolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-secopsoverriderule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-supervisoryreviewpolicyv2
securitycompliancecenter,securitycompliancecentereopcmdlet,set-supervisoryreviewrule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-teamsretentioncompliancepolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,set-teamsretentioncompliancerule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-transportconfig
securitycompliancecenter,securitycompliancecentereopcmdlet,set-transportrule
securitycompliancecenter,securitycompliancecentereopcmdlet,set-unifiedauditlogretentionpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,start-compliancesearch
securitycompliancecenter,securitycompliancecentereopcmdlet,start-dlpsensitiveinformationscan
securitycompliancecenter,securitycompliancecentereopcmdlet,start-historicalsearch
securitycompliancecenter,securitycompliancecentereopcmdlet,start-informationbarrierpoliciesapplication
securitycompliancecenter,securitycompliancecentereopcmdlet,start-unifiedpolicysynchronization
securitycompliancecenter,securitycompliancecentereopcmdlet,stop-compliancesearch
securitycompliancecenter,securitycompliancecentereopcmdlet,stop-historicalsearch
securitycompliancecenter,securitycompliancecentereopcmdlet,stop-informationbarrierpoliciesapplication
securitycompliancecenter,securitycompliancecentereopcmdlet,test-dataclassification
securitycompliancecenter,securitycompliancecentereopcmdlet,test-informationbarrierpolicy
securitycompliancecenter,securitycompliancecentereopcmdlet,update-compliancecasemember
securitycompliancecenter,securitycompliancecentereopcmdlet,update-ediscoverycaseadmin
securitycompliancecenter,securitycompliancecentereopcmdlet,update-rolegroupmember
securitycompliancecenter,securitycompliancecentereopcmdlet,validate-retentionrulequery
securitycompliancecenter,securitycomplianceinsights,insightgenerated
SecurityComplianceCenter,TenantAllowBlockList,TenantAllowBlockListItemExpiry
SecurityComplianceCenter,TenantAllowBlockList,TenantAllowBlockListItemRemoved
securitycompliancerbac,securitycompliancerbac,bulkdeletepermissions
securitycompliancerbac,securitycompliancerbac,bulkgrantpermissions
securitycompliancerbac,securitycompliancerbac,createrbacrolegroupdefinition
securitycompliancerbac,securitycompliancerbac,createscopeasync
securitycompliancerbac,securitycompliancerbac,deletepermissionasync
securitycompliancerbac,securitycompliancerbac,deleterbacrolegroupdefinition
securitycompliancerbac,securitycompliancerbac,deletescopeasync
securitycompliancerbac,securitycompliancerbac,grantpermissionsasync
securitycompliancerbac,securitycompliancerbac,updaterbacrolegroupdefinition
securitycompliancerbac,securitycompliancerbac,updatescope
Sentinel,SentinelAITool,SentinelAIToolCreated
Sentinel,SentinelAITool,SentinelAIToolRunCompleted
Sentinel,SentinelAITool,SentinelAIToolRunStarted
Sentinel,SentinelGraph,GraphQueryRun
Sentinel,SentinelGraph,GraphScenarioCreated
Sentinel,SentinelGraph,GraphScenarioDeleted
Sentinel,SentinelGraph,GraphSettingsUpdated
Sentinel,SentinelGraph,GraphMappingUpdated
Sentinel,SentinelJob,CustomTableDelete
Sentinel,SentinelJob,CustomTableWrite
Sentinel,SentinelJob,JobCreated
Sentinel,SentinelJob,JobDeleted
Sentinel,SentinelJob,JobDisabled
Sentinel,SentinelJob,JobEnabled
Sentinel,SentinelJob,JobRunAdhoc
Sentinel,SentinelJob,JobRunAdhocCompleted
Sentinel,SentinelJob,JobRunScheduled
Sentinel,SentinelJob,JobRunScheduledCompleted
Sentinel,SentinelJob,JobRunStopped
Sentinel,SentinelJob,JobUpdated
Sentinel,SentinelJob,TableRead
Sentinel,SentinelKQLOnLake,KQLQueryCompleted
Sentinel,SentinelLakeDataOnboarding,SentinelLakeDefaultDataOnboarded
Sentinel,SentinelLakeOnboarding,SentinelLakeSetup
Sentinel,SentinelLakeOnboarding,SentinelLakeSubscriptionChanged
Sentinel,SentinelLakeEncryption,CMKRequestReceived
Sentinel,SentinelLakeEncryption,CMKRequestRejected
Sentinel,SentinelLakeEncryption,CMKRequestAccepted
Sentinel,SentinelLakeEncryption,CMKEnabled
Sentinel,SentinelLakeEncryption,CMKUpdated
Sentinel,SentinelLakeEncryption,CMKDisabled
Sentinel,SentinelLakeEncryption,CMKAccessLost
Sentinel,SentinelLakeEncryption,CMKRollbackExecuted
Sentinel,SentinelNotebookOnLake,CustomTableDelete
Sentinel,SentinelNotebookOnLake,CustomTableWrite
Sentinel,SentinelNotebookOnLake,SessionStarted
Sentinel,SentinelNotebookOnLake,SessionStopped
Sentinel,SentinelNotebookOnLake,TableRead
Sentinel,SentinelPackage,PackageCreated
Sentinel,SentinelPackage,PackageDeleted
Sentinel,SentinelPackage,PackageFromSecureExchangeDeleted
Sentinel,SentinelPackage,PackageFromSecureExchangeDeployed
sentinel,usxworkspaceonboarding,sentinelchangeworkspacetype
sentinel,usxworkspaceonboarding,sentinelconnectworkspace
sentinel,usxworkspaceonboarding,sentineldisconnectworkspace
sharepoint,azureactivedirectorystslogon,userloggedin
sharepoint,compliancedlmsharepoint,filepreservedproactively
SharePoint,ComplianceDLMSharePoint,FileRecycled
sharepoint,complianceDLMSharePoint,FileRestoredFromPurviewBackupLibrary
sharepoint,complianceDLMSharePoint,FileRestoredFromRecycleBin
sharepoint,complianceDLMSharePoint,PriorityCleanupFileDeleted
sharepoint,complianceDLMSharePoint,PriorityCleanupFileRecycled
sharepoint,complianceDLMSharePoint,PriorityCleanupTagApplied
sharepoint,compliancedlpsharepoint,dlpinfo
sharepoint,compliancedlpsharepoint,dlprulematch
sharepoint,compliancedlpsharepoint,dlpruleundo
SharePoint,ComplianceDLPSharePoint,FileCheckedOut
sharepoint,compliancedlpsharepointclassification,dlpclassification
sharepoint,compliancedlpsharepointclassification,dlpdeclassification
sharepoint,CompliancePolicyGradingSharePoint,CompliancePolicyGraded
sharepoint,ComplianceSitGradingSharePoint,ComplianceSitGraded
SharePoint,Discovery,AlgoIsSettingChanged
SharePoint,Discovery,CaseAdded
SharePoint,Discovery,CaseListViewed
SharePoint,Discovery,CaseMetadataViewed
SharePoint,Discovery,CaseRemoved
SharePoint,Discovery,CaseSettingsViewed
SharePoint,Discovery,CaseViewed
SharePoint,Discovery,FavoriteListViewed
SharePoint,Discovery,GetActionsForAllExports
SharePoint,Discovery,GetActionsForCase
SharePoint,Discovery,GetActionsForHold
SharePoint,Discovery,GetActionsForReviewSet
SharePoint,Discovery,GetActionsForSearch
SharePoint,Discovery,GetSingleActionForCase
SharePoint,Discovery,GetSingleActionForExport
SharePoint,Discovery,GetSingleActionForReviewSet
SharePoint,Discovery,GetSingleActionForSearch
SharePoint,Discovery,HoldListViewed
SharePoint,Discovery,HoldResultsViewed
SharePoint,Discovery,HoldStatusViewed
SharePoint,Discovery,HoldViewed
SharePoint,Discovery,LoadCountInCaseViewed
SharePoint,Discovery,LoadListViewed
SharePoint,Discovery,PurviewSearchAdded
SharePoint,Discovery,PurviewSearchExportJobSubmitted
SharePoint,Discovery,PurviewSearchListViewed
SharePoint,Discovery,PurviewSearchSampleJobSubmitted
SharePoint,Discovery,PurviewSearchStatisticsJobSubmitted
SharePoint,Discovery,PurviewSearchUpdated
SharePoint,Discovery,PurviewSearchViewed
SharePoint,Discovery,ReviewSetAdded
SharePoint,Discovery,ReviewSetAnnotationsUpdated
SharePoint,Discovery,ReviewSetDocumentsTaggedById
SharePoint,Discovery,ReviewSetDocumentViewed
SharePoint,Discovery,ReviewSetListViewed
SharePoint,Discovery,ReviewSetSavedSearchListViewed
SharePoint,Discovery,ReviewSetSearchCountViewed
SharePoint,Discovery,ReviewSetSearchOptionsViewed
SharePoint,Discovery,ReviewSetSearchRun
SharePoint,Discovery,SampleResultsFileViewed
SharePoint,Discovery,SampleResultsViewed
SharePoint,Discovery,samplestatusviewed
SharePoint,Discovery,StatisticsResultsViewed
SharePoint,Discovery,StatisticsStatusViewed
SharePoint,Discovery,TagsViewed
SharePoint,Discovery,TenantSettingsViewed
sharepoint,mipautolabelsharepointitem,autosensitivitylabelrulematch
sharepoint,mipautolabelsharepointitem,autosensitivitylabelruleundo
sharepoint,mipautolabelsharepointpolicylocation,autosensitivitylabellocationprocessingcompleted
sharepoint,mipautolabelsimulationcompletion,mipautolabelsimulationcompletion
sharepoint,mipautolabelsimulationprogress,mipautolabelsimulationprogress
sharepoint,mipautolabelsimulationstatistics,mipautolabelsimulationstatistics
sharepoint,ondemandsharepointclassification,datascanalreadyclassified
sharepoint,ondemandsharepointclassification,datascanclassification
sharepoint,ondemandsharepointclassification,datascandeclassification
sharepoint,privacydataminimization,unusedpersonaldatadetected
sharepoint,project,connectedsitesettingmodified
sharepoint,project,customfieldorlookuptablecreated
sharepoint,project,customfieldorlookuptabledeleted
sharepoint,project,customfieldorlookuptablemodified
sharepoint,project,delegatemodified
sharepoint,project,delegateremoved
sharepoint,project,engagementaccepted
sharepoint,project,engagementmodified
sharepoint,project,engagementrejected
sharepoint,project,enterprisecalendarmodified
sharepoint,project,entitydeleted
sharepoint,project,entityforcecheckedin
sharepoint,project,lookandfeelmodified
sharepoint,project,permissionsyncsettingmodified
sharepoint,project,portfoliodataaccessed
sharepoint,project,portfoliodatamodified
sharepoint,project,projectaccessed
sharepoint,project,projectcheckedin
sharepoint,project,projectcheckedout
sharepoint,project,projectcreated
sharepoint,project,projectdeleted
sharepoint,project,projectforcecheckedin
sharepoint,project,projectmodified
sharepoint,project,projectpublished
sharepoint,project,projectworkflowrestarted
sharepoint,project,pwasettingsaccessed
sharepoint,project,pwasettingsmodified
sharepoint,project,queuejobstatemodified
sharepoint,project,reportingaccessed
sharepoint,project,reportingsettingmodified
sharepoint,project,resourceaccessed
sharepoint,project,resourcecheckedin
sharepoint,project,resourcecheckedout
sharepoint,project,resourcecreated
sharepoint,project,resourcedeleted
sharepoint,project,resourceforcecheckedin
sharepoint,project,resourcemodified
sharepoint,project,resourceplancheckedinorout
sharepoint,project,resourceplanmodified
sharepoint,project,securitycategorymodified
sharepoint,project,securitygroupmodified
sharepoint,project,statusreportmodified
sharepoint,project,taskstatusaccessed
sharepoint,project,taskstatusapproved
sharepoint,project,taskstatusrejected
sharepoint,project,taskstatussaved
sharepoint,project,taskstatussubmitted
sharepoint,project,timesheetaccessed
sharepoint,project,timesheetapproved
sharepoint,project,timesheetrejected
sharepoint,project,timesheetsaved
sharepoint,project,timesheetsubmitted
sharepoint,project,workflowmodified
sharepoint,sharepoint,accessdelegationonmysitecleaneupenabledset
sharepoint,sharepoint,accessdeniedbyrestrictedaccesscontrolforsite
sharepoint,sharepoint,accessrequestsitedescriptionmodified
sharepoint,sharepoint,actionblockedbypolicy
sharepoint,sharepoint,activationenabled
sharepoint,sharepoint,addanappappinvbtnallowclick
sharepoint,sharepoint,addanappnewlistcreatebuttonclick
sharepoint,sharepoint,addressbarlinkdisabled
sharepoint,sharepoint,addressbarlinkreenabled
sharepoint,sharepoint,administratoraddedtotermstore
sharepoint,sharepoint,administratordeletedfromtermstore
sharepoint,sharepoint,aibasedpolicyreportinitiated
sharepoint,sharepoint,aibasedpolicyreportrecommendation
sharepoint,sharepoint,alloweddatalocationadded
sharepoint,sharepoint,alloweddatalocationdeleted
sharepoint,sharepoint,appaccessinformationbarriersallowlist
sharepoint,sharepoint,appbypassinformationbarrier
sharepoint,sharepoint,appcatalogcreated
sharepoint,sharepoint,appcatalogcreatesitecollectionappcatalog
sharepoint,sharepoint,appcatalogcreatetenantappcatalog
sharepoint,sharepoint,appcatalogcreatetenantappcatalogusingensureappcatalogsite
sharepoint,sharepoint,appcatalogcreatetenantappcatalogusingexistingappcatalogsite
sharepoint,sharepoint,appcatalogspcorporatecatalogaccessorbaseadd
sharepoint,sharepoint,appcatalogsptenantcorporatecatalogaccessorcreateapprequest
sharepoint,sharepoint,appcatalogsptenantcorporatecatalogaccessorsyncsolutiontoteams
sharepoint,sharepoint,appinsightsreportcompleted
sharepoint,sharepoint,appinsightsreportscheduled
sharepoint,sharepoint,apprequestbuttonwithdrawclick
sharepoint,sharepoint,approvepageapprovalrequest
sharepoint,sharepoint,appstorestorefrontcancelpurchaseinconfirmdialog
sharepoint,sharepoint,appstorestorefrontfailedtopurchaseapp
sharepoint,sharepoint,appstorestorefrontlaunchappstorepage
sharepoint,sharepoint,appstorestorefrontpurchaseappsuccessfully
sharepoint,sharepoint,appstorestorefrontpurchaseinconfirmdialog
sharepoint,sharepoint,appstorestorefrontshowappdetailspage
sharepoint,sharepoint,appstorestorefronttaskgetapps
sharepoint,sharepoint,appstorestorefrontvisitpurchaseconfirmdialog
sharepoint,sharepoint,associatecampaign
sharepoint,sharepoint,associatedsitepermissionssyncdisabled
sharepoint,sharepoint,associatedsitepermissionssyncenabled
sharepoint,sharepoint,authpolicychanged
sharepoint,sharepoint,availabilitykeyfallback
sharepoint,sharepoint,azurestreamingenabledset
sharepoint,sharepoint,baselinesecuritymodethirdpartyapphpa
sharepoint,sharepoint,blockedpagecreationcontenttypesconfigurationupdated
sharepoint,sharepoint,blockmemberscansharedisabled
sharepoint,sharepoint,blockmemberscansharereenabled
sharepoint,sharepoint,blocksharingpushdowndisabled
sharepoint,sharepoint,blocksharingpushdownreenabled
sharepoint,sharepoint,cancelpageapprovalrequest
sharepoint,sharepoint,cancelscheduledpublishpage
sharepoint,sharepoint,classicinmodernuxoff
sharepoint,sharepoint,classicpagecreated
sharepoint,sharepoint,classicpageedited
sharepoint,sharepoint,classicpublishingfeatureactivated
sharepoint,sharepoint,classicpublishingsitecreated
sharepoint,sharepoint,clientviewsignaled
sharepoint,sharepoint,collaborationinsightsdatacollectionenabled
sharepoint,sharepoint,collaborationinsightsreportdownloaded
sharepoint,sharepoint,contenteventscustomemailinfo
sharepoint,sharepoint,containertypecreated
sharepoint,sharepoint,containertypedeleted
sharepoint,sharepoint,containertypeownersupdated
sharepoint,sharepoint,containertyperegistrationcreated
sharepoint,sharepoint,containertyperegistrationdeleted
sharepoint,sharepoint,containertyperegistrationupdated
sharepoint,sharepoint,containertypeupdated
sharepoint,sharepoint,copilotinsightsreportcompleted
sharepoint,sharepoint,copilotinsightsreportscheduled
sharepoint,sharepoint,createcampaign
sharepoint,sharepoint,createpageapprovalrequest
sharepoint,sharepoint,createssoapplication
sharepoint,sharepoint,customizeexemptusers
sharepoint,sharepoint,dataaccessgovernanceinsightsdatacollectionenabled
sharepoint,sharepoint,defaultdocumentslibraryreprovisioned
sharepoint,sharepoint,defaultlanguagechangedintermstore
sharepoint,sharepoint,delegaterestrictedaccesscontrolmanagementdisabled
sharepoint,sharepoint,delegaterestrictedaccesscontrolmanagementenabled
sharepoint,sharepoint,delegaterestrictedcontentdiscoverabilitymanagementdisabled
sharepoint,sharepoint,delegaterestrictedcontentdiscoverabilitymanagementenabled
sharepoint,sharepoint,deletecampaign
sharepoint,sharepoint,deletessoapplication
sharepoint,sharepoint,denyaddandcustomizepages
sharepoint,sharepoint,deviceaccesspolicychanged
sharepoint,sharepoint,disabledadaptivecardextensionids
sharepoint,sharepoint,disabledwebpartids
sharepoint,sharepoint,disableselfservicesitecreation
sharepoint,sharepoint,disablesharingfornonowners
sharepoint,sharepoint,disallowinfectedfiledownloaddisabled
sharepoint,sharepoint,disallowinfectedfiledownloadenabled
sharepoint,sharepoint,dissociatecampaign
SharePoint,SharePoint,DocumentLibraryVersionPolicyBulkUpdateStarted
sharepoint,sharepoint,documentsresultsscopeset
sharepoint,sharepoint,ediscoveryholdapplied
sharepoint,sharepoint,ediscoveryholdremoved
sharepoint,sharepoint,ediscoverysearchperformed
sharepoint,sharepoint,educationalquotainsightsdatacollectionenabled
sharepoint,sharepoint,emailauthotpauthenticationfailed
sharepoint,sharepoint,emailauthotpauthenticationsucceeded
sharepoint,sharepoint,enableaipintegration
sharepoint,sharepoint,enablejitlibraryencryption
sharepoint,sharepoint,enforcerequestdigesttenantsettingchanged
sharepoint,sharepoint,exemptuseragentset
sharepoint,sharepoint,FeatureActivated
sharepoint,sharepoint,FeatureDeactivated
sharepoint,sharepoint,fileaccessed
sharepoint,sharepoint,fileaccessedextended
sharepoint,sharepoint,filecopied
SharePoint,SharePoint,FileDeleted
sharepoint,sharepoint,filedownloaded
sharepoint,sharepoint,filemoved
sharepoint,sharepoint,filepreserved
sharepoint,sharepoint,filepreviewed
SharePoint,SharePoint,FileRecycled
sharepoint,sharepoint,filetranscripttranslaterequested
sharepoint,sharepoint,fileunarchived
sharepoint,sharepoint,fileunarchiverequested
SharePoint,SharePoint,FileVersionBulkDeletionStarted
SharePoint,SharePoint,FileVersionExpirationReportStarted
sharepoint,sharepoint,fileversiontrimmingsettingschanged
sharepoint,sharepoint,fileversionworkitemadded
sharepoint,sharepoint,flowtriggered
sharepoint,sharepoint,foldercopied
sharepoint,sharepoint,foldermoved
sharepoint,sharepoint,geoadminadded
sharepoint,sharepoint,geoadmindeleted
sharepoint,sharepoint,globalexpsettingset
sharepoint,sharepoint,groupadded
sharepoint,sharepoint,groupremoved
sharepoint,sharepoint,groupsettingchanged
sharepoint,sharepoint,groupupdated
sharepoint,sharepoint,highvaluedocumentmodified
sharepoint,sharepoint,hostsiteset
sharepoint,sharepoint,hubsiteconnected
sharepoint,sharepoint,hubsitedisconnected
sharepoint,sharepoint,hubsitejoined
sharepoint,sharepoint,hubsiteorphanhubdeleted
sharepoint,sharepoint,hubsitepermissionssyncdisabled
sharepoint,sharepoint,hubsitepermissionssyncenabled
sharepoint,sharepoint,hubsiteregistered
sharepoint,sharepoint,hubsiteunjoined
sharepoint,sharepoint,hubsiteunregistered
sharepoint,sharepoint,idcrlblockedduetosoftenforcement
sharepoint,sharepoint,idcrlsigninfailuredisabledbytenant
sharepoint,sharepoint,idcrlsuccesssignin
sharepoint,sharepoint,informationbarriersinsightsreportcompleted
sharepoint,sharepoint,informationbarriersinsightsreportonedrivesectionqueried
sharepoint,sharepoint,informationbarriersinsightsreportscheduled
sharepoint,sharepoint,informationbarriersinsightsreportsharepointsectionqueried
sharepoint,sharepoint,irmenabledset
sharepoint,sharepoint,itemsharingsettingupdated
sharepoint,sharepoint,knowledgeagentscopechanged
sharepoint,sharepoint,knowledgeagentsitelistchanged
sharepoint,sharepoint,knowledgeagentsitelistfilenamechanged
sharepoint,sharepoint,languageaddedtotermstore
sharepoint,sharepoint,languageremovedfromtermstore
sharepoint,sharepoint,linkclicked
SharePoint,SharePoint,ListDesignInvoked
SharePoint,SharePoint,ListItemViewed
SharePoint,SharePoint,ListViewed
sharepoint,sharepoint,mainlinkinvalidated
sharepoint,sharepoint,mainlinkmaterialized
sharepoint,sharepoint,mainlinkpermissionscopeflagsupdated
sharepoint,sharepoint,mainlinkupdated
sharepoint,sharepoint,mainlinkused
sharepoint,sharepoint,managedsyncclientallowed
sharepoint,sharepoint,migrateo14activitiesenabledset
SharePoint,SharePoint,MigrationJobCompleted
sharepoint,sharepoint,mysitemicroblogemailsenabledset
sharepoint,sharepoint,mysitepublicenabledset
sharepoint,sharepoint,networkaccesspolicychanged
sharepoint,sharepoint,newsfeedenabledset
sharepoint,sharepoint,newsubsiteinmodernoff
sharepoint,sharepoint,newsubsiteinmodernoffforall
sharepoint,sharepoint,newsubsiteinmodernsetting
sharepoint,sharepoint,nonbrowserrpssignin
sharepoint,sharepoint,notificationpreferencechanged
sharepoint,sharepoint,objectcharacterrecognitionsettingchanged
sharepoint,sharepoint,odbnextuxsettings
sharepoint,sharepoint,odbsyncbuttonmodechanged
sharepoint,sharepoint,officeondemandset
sharepoint,sharepoint,pageprefetched
sharepoint,sharepoint,pageviewed
sharepoint,sharepoint,pageviewedextended
sharepoint,sharepoint,peopleresultsscopeset
sharepoint,sharepoint,permissionleveladded
sharepoint,sharepoint,permissionlevelinheritancebroken
sharepoint,sharepoint,permissionlevelmodified
sharepoint,sharepoint,permissionlevelremoved
sharepoint,sharepoint,personalsitesettingchanged
SharePoint,SharePoint,PIMRoleAssigned
sharepoint,sharepoint,powerautomatedeleteaction
sharepoint,sharepoint,powerautomaterelabelaction
sharepoint,sharepoint,powerautomatetriggeranewinstanceofflowaction
sharepoint,sharepoint,preauthtokenissuanceblocked
sharepoint,sharepoint,preauthtokenused
sharepoint,sharepoint,preauthtokenusedextended
sharepoint,sharepoint,previewmodeenabledset
sharepoint,sharepoint,ransomwareclassificationinfo
sharepoint,sharepoint,ransomwaremetainfo
sharepoint,sharepoint,rejectpageapprovalrequest
sharepoint,sharepoint,removedfromsharedwithme
sharepoint,sharepoint,renderingenabled
sharepoint,sharepoint,resettriggerflowinfocomplianceaction
sharepoint,sharepoint,restrictcontentorgwidesearchdisabled
sharepoint,sharepoint,restrictcontentorgwidesearchenabled
sharepoint,sharepoint,restrictedaccesscontrolforsharepointapplied
sharepoint,sharepoint,restrictedaccesscontrolforsharepointremoved
sharepoint,sharepoint,restrictedaccesscontrolforsharepointupdated
sharepoint,sharepoint,restrictedaccesscontrolforsiteapplied
sharepoint,sharepoint,restrictedaccesscontrolforsiteremoved
sharepoint,sharepoint,restrictedaccesscontrolforsiteupdated
sharepoint,sharepoint,restrictedaccessforsitesinsightsreportcompleted
sharepoint,sharepoint,restrictedaccessforsitesinsightsreportscheduled
sharepoint,sharepoint,restrictedonedriveaccessupdated
sharepoint,sharepoint,restrictedsitecreationconfigurationupdated
sharepoint,sharepoint,rpsfailuresignin
sharepoint,sharepoint,rpssuccesssignin
sharepoint,sharepoint,savepage
sharepoint,sharepoint,schedulepublishpage
sharepoint,sharepoint,searchcenterurlset
sharepoint,sharepoint,searchquerylogexportperformed
sharepoint,sharepoint,searchqueryperformed
sharepoint,sharepoint,secondarymysiteownerset
SharePoint,SharePoint,SendEmailApiInvoked
sharepoint,sharepoint,sendtoconnectionadded
sharepoint,sharepoint,sendtoconnectionremoved
sharepoint,sharepoint,sensitivitylabelapplied
sharepoint,sharepoint,sensitivitylabelremoved
sharepoint,sharepoint,sharepointrcdupdatejustification
sharepoint,sharepoint,sharinginvitationblocked
sharepoint,sharepoint,sharinglinksent
sharepoint,sharepoint,sharingpolicychanged
sharepoint,sharepoint,showngscdialogforsynconts
sharePoint,sharePoint,signInEvent
sharepoint,sharepoint,siteaccesswithcustomscripts
sharepoint,sharepoint,siteadminchangerequest
sharepoint,sharepoint,sitearchived
sharepoint,sharepoint,sitecollectioncreated
sharepoint,sharepoint,sitecollectionquotamodified
sharepoint,sharepoint,sitecreationblockedbyrestrictedsitecreation
sharepoint,sharepoint,sitecreationsettingchanged
sharepoint,sharepoint,sitedesigninvoked
sharepoint,sharepoint,sitedesignscheduled
SharePoint,SharePoint,SiteFileVersionTrimmingSettingsChanged
sharepoint,sharepoint,sitefollowed
sharepoint,sharepoint,sitegeomovecancelled
sharepoint,sharepoint,sitegeomovecompleted
sharepoint,sharepoint,sitegeomovescheduled
sharepoint,sharepoint,siteibmodechanged
sharepoint,sharepoint,siteibmodeset
sharepoint,sharepoint,siteibsegmentschanged
sharepoint,sharepoint,siteibsegmentscleared
sharepoint,sharepoint,siteibsegmentsset
sharepoint,sharepoint,siteisauthoritativeupdated
sharepoint,sharepoint,sitelockschanged
sharepoint,sharepoint,sitepermanentlydeleted
SharePoint,SharePoint,SitePermanentlyDeleted
sharepoint,sharepoint,sitepropertieschanged
sharepoint,sharepoint,sitereactivated
sharepoint,sharepoint,siterenamed
sharepoint,sharepoint,siterenamescheduled
sharepoint,sharepoint,siterestored
SharePoint,SharePoint,SiteRestored
sharepoint,sharepoint,sitesensitivitylabelapplied
sharepoint,sharepoint,sitesensitivitylabelchanged
sharepoint,sharepoint,sitesensitivitylabelremoved
sharepoint,sharepoint,sitesettingchanged
sharepoint,sharepoint,sitesharingreportjobcreated
sharepoint,sharepoint,sitesharingreportjobdeleted
sharepoint,sharepoint,siteswapfailed
sharepoint,sharepoint,siteswapped
sharepoint,sharepoint,siteswapscheduled
sharepoint,sharepoint,siteunfollowed
sharepoint,sharepoint,socialsettingupdated
sharepoint,sharepoint,spappsinstallsuccessfully
sharepoint,sharepoint,spcorporatecatalogappmetadatadeployskipfeaturedeployment
sharepoint,sharepoint,spcorporatecatalogappmetadatadeploywithfeaturedeployment
sharepoint,sharepoint,splistnewuxoff
sharepoint,sharepoint,splistnextuxsettings
sharepoint,sharepoint,spoibisdisabled
sharepoint,sharepoint,spoibisenabled
sharepoint,sharepoint,ssogroupcredentialsset
sharepoint,sharepoint,syncsettingchanged
sharepoint,sharepoint,teamsitesyncbuttonmodechanged
sharepoint,sharepoint,tenantadminsitesharingreportjobcreated
sharepoint,sharepoint,tenantadminsitesharingreportjobdeleted
sharepoint,sharepoint,tenantapplyfileversionpolicystarted
sharepoint,sharepoint,tenantcdndisabled
sharepoint,sharepoint,tenantcdnenabled
sharepoint,sharepoint,tenantdeleted
sharepoint,sharepoint,tenantdnsdeleted
sharepoint,sharepoint,tenantkeyonboardingstarted
sharepoint,sharepoint,tenantreenabled
sharepoint,sharepoint,tenantrestrictionsinsightsupdated
sharepoint,sharepoint,tenantsuspended
sharepoint,sharepoint,tenantwidethemecreated
sharepoint,sharepoint,tenantwidethemedeleted
sharepoint,sharepoint,tenantwidethemeupdated
SharePoint,SharePoint,TlsTokenBindingWouldBlock
sharepoint,sharepoint,trustedsyncclientdomainlistchanged
sharepoint,sharepoint,unmanagedsyncclientblocked
sharepoint,sharepoint,updatecampaign
sharepoint,sharepoint,updatedisablesitebranding
sharepoint,sharepoint,updatemainlinksettings
sharepoint,sharepoint,updatemainlinksettingswithpushdown
sharepoint,sharepoint,updatessoapplication
sharepoint,sharepoint,userprofileharddeleted
sharepoint,sharepoint,userprofilepropertiesexported
sharepoint,sharepoint,viewcampaign
sharepoint,sharepoint,vivaamplifypublicationpublished
sharepoint,sharepoint,vivaamplifypublicationsaved
sharepoint,sharepoint,webaccessrequestapprovermodified
sharepoint,sharepoint,webmemberscansharemodified
sharepoint,sharepoint,webpartflagged
sharepoint,sharepoint,webpartliked
sharepoint,sharepoint,webpartviewed
sharepoint,sharepoint,webrequestaccessmodified
sharepoint,sharepoint,webthemeapplied
SharePoint,SharePointAppPermissionOperation,AppPermissionDelete
SharePoint,SharePointAppPermissionOperation,AppPermissionGrant
sharepoint,sharepointcommentoperation,commentcreated
